Tree_ID,Latitude,Longitude,Species,Height_m,Canopy_Width_m,Canopy_Condition,Disease_Symptom,Leaf_Color_Deviation,Bark_Damage_Score,Root_Exposure,Soil_Moisture_%,Ambient_Temperature_C,Humidity_%,CO2_ppm,PM2.5_ug_m3,NO2_ppb,O3_ppb,Air_Quality_Index,Urban_Zone,Year_Planted,Recent_Pruning_Year,Tree_Crown_Diameter_m,Crown_Density_%,Proximity_to_Road_m
TREE_02485,37.892394951265075,-122.0063157638439,Elm,2.91,5.86,Sparse,None,0.81,6,0,26.9,15.7,51.7,425.4,7.6,30.8,34.5,Good,Zone E,1976,2014.0,5.14,99.5,66.32
TREE_02486,37.69336297438926,-122.38741948789203,Maple,16.16,3.84,Partial,Fungal Infection,0.13,7,0,10.39,17.9,58.4,397.7,11.8,19.7,24.5,Good,Zone E,1965,,3.77,55.9,92.88
TREE_02487,37.845419009005816,-122.1688410432302,Redwood,4.88,7.28,Partial,None,0.72,8,0,20.95,22.4,76.9,390.8,20.6,7.0,30.6,Unhealthy for Sensitive Groups,Zone C,1985,,2.5,83.6,0.14
TREE_02488,37.735492608852525,-122.19515904586211,Pine,8.12,4.53,Sparse,None,0.08,6,0,32.53,29.1,50.3,412.5,18.6,37.6,28.4,Unhealthy for Sensitive Groups,Zone D,2019,,3.41,51.0,95.12
TREE_02489,37.65013196316784,-122.04245077275499,Birch,9.88,7.3,None,None,0.38,8,0,21.61,26.7,57.2,382.5,19.0,17.5,38.9,Moderate,Zone E,1959,,5.55,94.7,27.91
TREE_02490,37.614313422210344,-122.42181892917756,Cedar,9.56,4.04,Full,None,0.06,1,0,6.47,15.9,67.7,367.6,14.2,20.3,24.1,Unhealthy,Zone D,1993,2005.0,3.78,98.7,28.75
TREE_02491,37.581289236434436,-122.12410091820654,Cedar,13.02,1.96,Partial,None,0.52,10,1,22.69,30.9,67.4,455.5,10.6,24.6,25.0,Unhealthy,Zone D,1968,2021.0,4.37,89.0,62.94
TREE_02492,37.804719276551076,-122.21586569186562,Pine,6.83,5.6,None,Leaf Spot,0.65,0,1,7.7,27.1,61.1,371.3,13.7,11.6,37.2,Unhealthy for Sensitive Groups,Zone E,2014,,3.76,65.9,36.09
TREE_02493,37.65461620272921,-122.36266706510605,Willow,10.78,5.37,Full,Fungal Infection,0.17,0,0,13.46,32.7,49.7,392.0,4.9,33.0,43.3,Unhealthy for Sensitive Groups,Zone C,2011,,5.92,99.0,8.05
TREE_02494,37.7045101848803,-122.26278254292642,Willow,8.27,5.05,Sparse,Fungal Infection,0.37,10,0,30.49,23.4,70.2,376.0,19.7,10.7,26.1,Good,Zone B,1982,,3.62,98.5,71.14
TREE_02495,37.69693019200047,-122.3331117014651,Willow,10.89,4.04,Partial,None,0.93,3,1,5.33,24.8,80.2,356.5,3.1,22.4,36.5,Unhealthy for Sensitive Groups,Zone A,1986,,3.32,52.8,18.32
TREE_02496,37.73091161169325,-122.21034329860576,Maple,9.81,4.95,Partial,Fungal Infection,0.44,0,0,7.31,23.1,39.2,477.1,11.4,14.7,40.4,Very Unhealthy,Zone B,1962,,4.86,37.3,92.94
TREE_02497,37.84623085824982,-122.05549969459267,Oak,10.28,4.23,Sparse,None,0.8,6,0,15.9,29.4,50.4,328.0,12.0,30.7,20.8,Unhealthy,Zone A,1986,,4.71,26.9,98.79
TREE_02498,37.89229573743337,-122.2153475077939,Redwood,8.35,4.55,Partial,None,0.93,7,0,34.98,30.0,70.1,419.9,16.2,25.7,27.2,Moderate,Zone E,1968,2017.0,3.8,70.9,18.12
TREE_02499,37.663033683429525,-122.18413879083671,Elm,8.47,6.26,Full,None,0.97,2,0,13.76,29.5,75.3,393.5,14.2,18.2,12.9,Good,Zone B,2015,2016.0,4.23,13.1,75.37
TREE_02500,37.83100756884252,-122.24062607644265,Birch,10.86,5.28,Full,None,0.9,0,0,9.72,20.8,76.9,423.9,14.5,4.5,50.6,Very Unhealthy,Zone B,1979,,4.83,78.7,99.18
TREE_02501,37.805811117861886,-122.47441724677726,Oak,12.83,5.91,Sparse,None,0.32,2,0,21.48,27.7,69.2,391.5,0.2,23.8,32.5,Unhealthy for Sensitive Groups,Zone A,1981,,3.33,14.6,95.53
TREE_02502,37.72941158058223,-122.38357072156195,Oak,8.21,4.65,Partial,Fungal Infection,0.96,1,0,20.58,21.8,58.7,424.6,11.2,21.5,39.1,Moderate,Zone C,1982,2006.0,4.96,33.9,56.49
TREE_02503,37.88241885744477,-122.25399913528396,Pine,7.39,4.49,None,Bacterial Wilt,0.81,5,0,18.49,31.7,68.7,414.2,8.8,4.6,26.0,Unhealthy for Sensitive Groups,Zone E,1989,,4.11,54.8,31.2
TREE_02504,37.58018980621136,-122.34488235812765,Maple,11.84,3.27,Partial,None,0.84,10,1,33.4,16.1,38.1,429.4,12.7,22.0,25.0,Very Unhealthy,Zone E,1964,2002.0,4.35,18.8,1.17
TREE_02505,37.54370568412385,-122.4091182011194,Cedar,9.9,4.44,Sparse,None,0.02,6,0,13.4,15.8,42.5,487.2,11.3,26.6,28.9,Moderate,Zone E,2019,,3.32,13.3,89.82
TREE_02506,37.84158478678217,-122.24793357904078,Cedar,12.49,0.02,None,None,0.95,8,0,13.8,17.0,85.7,306.7,13.1,20.6,28.2,Unhealthy for Sensitive Groups,Zone B,1987,2017.0,3.99,53.2,3.56
TREE_02507,37.6756599266535,-122.33859510327608,Pine,7.28,4.11,Full,Leaf Spot,0.78,4,0,9.21,19.0,85.3,404.1,6.0,15.0,53.7,Very Unhealthy,Zone D,1957,,2.96,89.8,57.64
TREE_02508,37.83878754168282,-122.37094617841329,Maple,4.66,4.88,Full,Bacterial Wilt,0.77,3,0,25.92,15.8,73.4,350.3,12.5,33.7,34.0,Very Unhealthy,Zone A,1988,,3.36,46.7,18.61
TREE_02509,37.85723608207817,-122.26800729127982,Pine,8.4,5.85,None,Fungal Infection,0.08,0,0,14.64,16.4,49.6,363.8,20.7,38.3,36.8,Moderate,Zone B,2009,,5.35,28.0,24.2
TREE_02510,37.524983037447626,-122.43335787095891,Cedar,7.7,4.6,None,Root Rot,0.23,10,0,29.08,21.1,68.9,352.4,22.6,8.9,30.2,Very Unhealthy,Zone C,2009,,2.73,46.8,2.34
TREE_02511,37.85338590519442,-122.0361271334623,Oak,9.76,5.52,Sparse,None,0.96,5,0,34.15,17.0,71.3,385.4,18.8,30.3,30.8,Unhealthy for Sensitive Groups,Zone C,2005,,3.29,75.0,3.69
TREE_02512,37.67932762214777,-122.06614895104038,Elm,8.09,1.73,Partial,Leaf Spot,0.5,10,0,6.31,31.0,60.9,456.1,2.9,24.3,36.8,Moderate,Zone B,1967,2006.0,2.99,13.7,35.02
TREE_02513,37.704172995601695,-122.14618970712974,Redwood,12.22,4.91,Full,None,0.4,7,0,34.79,16.1,74.9,381.1,10.6,13.9,29.6,Good,Zone A,1997,,4.46,12.8,87.76
TREE_02514,37.75063700443728,-122.44689308620578,Willow,9.14,2.48,Partial,None,0.84,3,1,12.62,33.2,31.8,417.3,9.5,17.9,44.0,Very Unhealthy,Zone E,1970,,5.69,51.7,56.58
TREE_02515,37.87055304269203,-122.11206137276515,Maple,10.45,3.19,Full,Fungal Infection,0.09,0,1,17.6,32.4,45.4,444.8,12.8,18.3,21.8,Unhealthy for Sensitive Groups,Zone E,2005,2007.0,3.71,70.9,53.83
TREE_02516,37.5076464377719,-122.0960213359455,Redwood,10.47,4.72,Partial,None,0.42,4,0,28.33,19.2,77.7,357.4,18.6,30.5,42.2,Moderate,Zone D,1961,2020.0,1.61,65.2,62.03
TREE_02517,37.690737387327125,-122.11611769114283,Birch,10.58,6.91,Full,Fungal Infection,0.38,9,1,24.96,16.4,86.3,360.1,11.8,15.6,41.7,Good,Zone B,1955,2001.0,4.84,67.4,53.53
TREE_02518,37.77508881697222,-122.44301705644038,Birch,9.93,5.56,Partial,None,0.35,4,0,28.35,17.1,82.6,400.0,7.4,1.7,50.8,Good,Zone D,1980,,3.87,24.9,30.42
TREE_02519,37.78908278307929,-122.17804602146612,Oak,11.53,5.03,Sparse,Fungal Infection,0.31,1,1,18.99,26.2,73.0,309.9,17.8,17.9,12.6,Unhealthy,Zone C,2020,2003.0,4.55,58.5,88.0
TREE_02520,37.77701297261484,-122.0828376021253,Pine,7.61,4.97,Full,None,0.21,5,0,32.48,27.0,39.9,500.5,13.9,29.4,40.8,Unhealthy,Zone E,2010,2012.0,4.83,44.0,47.56
TREE_02521,37.55377405176325,-122.21132329939016,Pine,14.2,3.93,Sparse,None,0.17,9,0,28.7,21.3,52.1,400.3,15.9,31.9,23.4,Moderate,Zone E,2017,2015.0,3.27,19.9,75.27
TREE_02522,37.61975823534867,-122.17679631238596,Cedar,9.29,4.18,Full,Root Rot,0.64,8,0,14.28,20.9,33.0,428.0,17.1,15.9,39.0,Very Unhealthy,Zone D,2006,,2.65,21.5,91.2
TREE_02523,37.643486210166806,-122.27081826028684,Oak,6.07,5.64,Full,Bacterial Wilt,0.92,5,1,33.45,25.6,68.4,390.2,10.3,24.8,38.9,Unhealthy for Sensitive Groups,Zone B,2010,,2.59,68.1,0.37
TREE_02524,37.821774883071804,-122.23564634005797,Cedar,10.56,2.92,Full,Leaf Spot,0.51,7,0,33.83,21.1,57.0,431.8,6.1,32.1,21.4,Very Unhealthy,Zone D,1966,2022.0,6.21,96.1,47.81
TREE_02525,37.61150394896582,-122.48281157082414,Cedar,7.45,5.89,Partial,Insect Infestation,0.3,9,0,17.45,33.7,64.4,391.3,13.1,26.5,37.1,Unhealthy for Sensitive Groups,Zone C,1978,,3.37,19.6,60.46
TREE_02526,37.58428198554688,-122.18051848901335,Birch,12.0,4.42,Full,Insect Infestation,0.16,2,1,24.56,22.7,88.8,427.9,10.3,40.7,26.6,Unhealthy for Sensitive Groups,Zone B,2016,2022.0,3.45,54.5,50.24
TREE_02527,37.882979207615236,-122.45927639355442,Cedar,16.63,6.24,Sparse,Fungal Infection,0.83,9,0,29.44,19.4,54.1,464.8,12.4,33.9,23.1,Unhealthy,Zone C,2008,2002.0,4.68,32.3,90.24
TREE_02528,37.50354531404539,-122.28249270282988,Redwood,7.64,6.44,Partial,None,0.97,1,0,29.52,17.9,48.4,289.9,19.1,15.7,11.2,Unhealthy,Zone B,1952,,3.92,35.3,94.0
TREE_02529,37.89912834227279,-122.35367245116629,Willow,11.0,2.49,Partial,None,0.35,3,0,5.42,27.6,39.0,433.3,13.0,19.0,44.1,Very Unhealthy,Zone D,1976,2002.0,1.27,30.2,13.43
TREE_02530,37.770728519542956,-122.22728602489414,Cedar,4.73,4.13,Full,None,0.29,8,1,23.87,21.5,38.6,373.5,21.2,37.0,29.1,Moderate,Zone A,1950,,2.72,59.1,30.25
TREE_02531,37.83138771977965,-122.4332918322384,Birch,11.36,3.72,None,Bacterial Wilt,0.6,8,1,34.21,18.8,61.1,344.8,13.5,8.3,19.5,Unhealthy for Sensitive Groups,Zone D,1953,2003.0,4.23,15.1,26.39
TREE_02532,37.617847758538474,-122.15417829901334,Willow,7.34,2.28,Partial,None,0.78,2,1,11.94,20.5,75.0,327.8,10.6,19.3,33.2,Unhealthy,Zone B,1953,,2.85,76.8,49.68
TREE_02533,37.50572611106682,-122.10249423153576,Pine,8.13,3.45,Full,Root Rot,0.46,0,0,28.87,21.2,63.9,404.9,5.7,39.0,31.1,Moderate,Zone C,1982,,5.88,64.6,38.21
TREE_02534,37.79514780742461,-122.41832277512842,Maple,6.7,8.66,Sparse,Fungal Infection,0.63,0,0,21.03,27.5,82.4,414.1,13.1,40.3,20.8,Unhealthy,Zone D,1960,2019.0,2.48,44.6,35.92
TREE_02535,37.83365783880027,-122.44784345632407,Elm,12.2,5.91,None,Insect Infestation,0.72,3,0,11.64,18.5,49.0,368.7,7.4,22.9,21.0,Unhealthy for Sensitive Groups,Zone B,2006,,2.66,29.6,53.39
TREE_02536,37.79619045278141,-122.42724225860633,Cedar,13.02,7.88,Partial,None,0.96,3,0,6.53,29.7,65.7,337.1,14.7,3.3,41.1,Good,Zone C,1975,2004.0,2.74,58.3,49.01
TREE_02537,37.55714011492034,-122.06143621905075,Redwood,10.07,6.24,None,None,0.17,10,0,27.8,21.1,69.7,405.7,11.4,16.4,32.1,Unhealthy,Zone C,1975,2020.0,4.61,96.0,46.54
TREE_02538,37.80137116890279,-122.23590536912182,Willow,7.41,3.89,Partial,Leaf Spot,1.0,9,0,14.49,24.8,46.8,403.5,11.3,27.2,23.5,Moderate,Zone C,2003,,2.53,73.7,11.32
TREE_02539,37.807569112843055,-122.26636950199625,Maple,14.77,4.43,None,None,0.39,5,1,16.27,28.1,53.8,430.1,12.4,12.1,26.2,Very Unhealthy,Zone B,1976,,5.86,35.1,53.93
TREE_02540,37.76341620626802,-122.44664409044883,Birch,7.75,5.88,None,None,0.72,4,1,19.56,25.9,65.5,434.4,13.2,43.5,26.3,Very Unhealthy,Zone C,2003,2006.0,5.51,76.9,5.9
TREE_02541,37.806446373118234,-122.17522199662152,Maple,3.51,5.66,Sparse,None,0.57,5,0,20.22,28.2,31.3,458.2,11.8,17.6,13.2,Unhealthy for Sensitive Groups,Zone C,1951,,5.09,55.4,61.63
TREE_02542,37.838368575871094,-122.06600020405246,Elm,11.38,4.13,None,None,0.49,9,0,11.19,21.5,83.2,433.7,22.7,33.3,39.4,Good,Zone D,1958,2004.0,2.01,14.3,62.34
TREE_02543,37.74544164569498,-122.08590706533828,Redwood,6.69,2.74,Sparse,None,0.7,6,0,25.12,34.3,36.7,318.4,8.1,18.8,26.3,Unhealthy,Zone C,2021,2011.0,4.31,65.6,26.06
TREE_02544,37.53544188558787,-122.1869726455096,Maple,12.97,9.93,Full,Fungal Infection,0.4,6,0,25.78,24.2,32.9,399.5,17.1,23.1,28.5,Unhealthy,Zone A,2013,2002.0,1.4,31.1,13.53
TREE_02545,37.69505112386688,-122.46236064167417,Redwood,8.86,4.79,Partial,None,0.13,9,0,9.27,21.4,42.9,450.0,18.3,20.0,35.6,Good,Zone B,2014,2000.0,5.7,46.9,79.83
TREE_02546,37.531059733868645,-122.443801486412,Willow,11.81,4.51,Sparse,Fungal Infection,0.49,9,0,20.99,20.9,60.1,442.4,6.5,14.4,42.4,Unhealthy for Sensitive Groups,Zone C,1970,,4.37,53.1,77.04
TREE_02547,37.663017212412974,-122.4753455064451,Maple,14.2,5.17,Partial,None,0.52,8,1,23.28,15.9,49.7,521.5,12.3,16.0,32.0,Unhealthy for Sensitive Groups,Zone C,1975,2002.0,4.6,81.9,94.6
TREE_02548,37.662842595650254,-122.37126039175376,Redwood,6.37,4.64,Sparse,Bacterial Wilt,0.2,5,0,10.59,28.7,56.4,444.5,13.8,27.0,19.1,Moderate,Zone E,1964,2015.0,3.48,62.2,44.63
TREE_02549,37.5264039376561,-122.4321692664198,Maple,8.3,5.18,Partial,Insect Infestation,0.94,7,0,31.83,20.3,35.1,332.7,12.9,17.9,27.5,Moderate,Zone D,1992,2017.0,4.13,40.6,31.56
TREE_02550,37.63952821358779,-122.36997597987379,Maple,9.77,6.93,Sparse,None,0.23,1,0,19.48,34.2,44.0,321.0,12.7,15.6,29.3,Moderate,Zone C,1988,,4.03,69.2,30.26
TREE_02551,37.54439923951652,-122.30747097214052,Oak,14.61,4.81,Partial,None,0.41,7,0,8.45,19.2,35.9,402.8,15.1,26.1,11.7,Unhealthy for Sensitive Groups,Zone D,1965,2004.0,4.25,27.3,18.02
TREE_02552,37.823294084003685,-122.02850860796443,Cedar,8.02,3.26,Full,None,0.15,8,0,15.03,25.6,43.8,407.5,1.5,35.3,34.8,Unhealthy,Zone D,1984,2004.0,4.69,84.1,34.97
TREE_02553,37.879075210385786,-122.19481197010916,Birch,8.22,4.76,Partial,Insect Infestation,0.54,3,1,19.31,29.7,72.2,372.6,11.5,37.1,36.6,Very Unhealthy,Zone A,1972,,2.17,28.1,12.78
TREE_02554,37.528926590103175,-122.08251310715852,Elm,11.43,4.3,Full,Insect Infestation,0.31,4,0,5.3,32.4,64.5,438.4,9.9,10.1,30.9,Unhealthy for Sensitive Groups,Zone B,1961,2011.0,4.19,60.3,87.2
TREE_02555,37.88204608291668,-122.14482424964383,Birch,8.27,7.14,Full,Root Rot,0.49,4,1,5.96,18.1,50.0,274.3,8.4,12.2,21.6,Good,Zone A,2005,,5.59,28.5,34.69
TREE_02556,37.7090306397347,-122.44374843473669,Oak,10.46,6.76,Full,None,0.22,1,0,6.67,34.7,45.7,376.8,16.4,33.0,32.1,Very Unhealthy,Zone B,2001,2008.0,3.47,39.3,54.73
TREE_02557,37.61982627118155,-122.13203979681303,Oak,5.35,5.16,None,None,0.05,4,0,21.14,33.1,89.9,285.9,17.2,15.1,40.2,Unhealthy for Sensitive Groups,Zone E,1968,,5.69,48.0,6.66
TREE_02558,37.530744830110464,-122.36245055922043,Willow,16.64,3.08,Partial,None,0.78,8,1,15.08,34.3,76.1,362.4,17.7,17.6,27.8,Unhealthy for Sensitive Groups,Zone A,2011,2021.0,2.12,43.1,28.07
TREE_02559,37.70024970722817,-122.18044607650265,Oak,5.96,3.16,None,None,0.64,3,0,31.79,32.1,79.3,382.6,16.3,6.5,38.0,Moderate,Zone D,1957,2010.0,6.18,94.0,22.35
TREE_02560,37.817806217796296,-122.32951901317851,Cedar,9.03,5.02,None,Fungal Infection,0.34,9,0,21.78,32.6,31.6,452.6,6.0,27.2,34.3,Unhealthy,Zone C,1960,,2.48,30.1,88.7
TREE_02561,37.78283459090668,-122.00116386836767,Oak,9.9,5.5,Partial,None,0.05,2,0,27.8,27.0,33.6,338.9,12.7,19.7,11.1,Unhealthy,Zone E,1992,2016.0,4.13,26.2,18.0
TREE_02562,37.52009040458559,-122.36822426025161,Maple,15.74,4.44,Full,Insect Infestation,0.87,6,0,25.61,31.9,72.8,393.2,17.5,30.6,24.8,Very Unhealthy,Zone B,2018,2000.0,4.35,56.6,79.55
TREE_02563,37.52916073414716,-122.36043476461286,Birch,6.03,4.28,None,Fungal Infection,0.17,7,0,20.61,25.7,41.5,373.8,-0.6,28.0,35.2,Unhealthy for Sensitive Groups,Zone A,1986,2002.0,4.07,95.4,28.27
TREE_02564,37.66114931305305,-122.0346638722188,Pine,15.95,4.11,None,Bacterial Wilt,0.93,9,1,27.34,25.8,55.5,393.9,20.1,30.5,31.3,Moderate,Zone E,1974,,3.1,55.3,21.12
TREE_02565,37.61811619761918,-122.48767779768184,Elm,12.27,4.96,Sparse,None,0.48,5,1,21.34,26.3,41.0,380.6,5.7,30.6,39.4,Good,Zone A,1973,,5.33,96.3,0.97
TREE_02566,37.592953729222415,-122.1516555060634,Oak,11.25,1.43,Partial,Root Rot,0.34,5,0,16.56,34.9,40.6,387.3,7.6,16.1,32.4,Unhealthy for Sensitive Groups,Zone D,1983,,2.96,27.1,29.16
TREE_02567,37.612401799563486,-122.13733680463206,Birch,7.05,3.35,None,Leaf Spot,0.74,4,0,18.07,17.1,36.5,367.4,15.8,19.9,36.5,Moderate,Zone A,1961,2014.0,7.12,10.9,7.03
TREE_02568,37.821393097318754,-122.0818107112948,Willow,11.71,4.06,Partial,Root Rot,0.88,10,1,30.16,31.1,65.7,418.5,21.7,22.0,26.7,Good,Zone B,1991,,2.8,37.3,36.21
TREE_02569,37.87169122145274,-122.01278034468076,Oak,7.83,6.81,Partial,Insect Infestation,0.37,5,0,21.9,20.5,74.4,455.1,7.3,21.1,33.3,Good,Zone B,1961,2003.0,5.24,67.4,5.29
TREE_02570,37.662041077811026,-122.01219904042168,Cedar,13.8,3.78,None,Bacterial Wilt,0.41,8,0,16.32,22.2,33.4,402.1,8.1,26.9,19.8,Very Unhealthy,Zone C,1978,2021.0,2.29,63.3,6.42
TREE_02571,37.862444400853,-122.46736162121677,Oak,7.09,5.27,Partial,Fungal Infection,0.43,1,0,10.39,16.6,46.5,500.4,18.3,15.4,38.7,Unhealthy,Zone C,1969,2022.0,3.13,31.8,35.45
TREE_02572,37.628598280499155,-122.08908033862355,Oak,9.66,5.34,Full,None,0.92,9,0,19.86,22.0,69.5,403.9,12.8,23.2,32.7,Unhealthy,Zone B,1952,2013.0,0.24,69.5,44.8
TREE_02573,37.69057479453752,-122.1768450331713,Redwood,8.33,6.95,None,Insect Infestation,0.69,10,0,12.57,34.8,53.5,440.3,10.8,14.2,17.8,Very Unhealthy,Zone B,2010,2001.0,5.51,84.7,33.24
TREE_02574,37.5904115991264,-122.17632893281345,Redwood,7.04,6.89,None,Insect Infestation,0.25,2,0,33.67,22.9,72.3,362.0,13.0,22.5,27.7,Unhealthy for Sensitive Groups,Zone B,2020,,4.71,71.8,2.37
TREE_02575,37.75619041687034,-122.43582503669265,Oak,12.22,4.91,None,Leaf Spot,0.18,0,1,19.73,28.4,75.6,394.2,22.9,23.7,55.0,Moderate,Zone E,1971,,1.46,75.5,17.81
TREE_02576,37.89159244606992,-122.17490641677718,Willow,11.61,4.29,Sparse,Fungal Infection,0.23,3,0,5.27,17.4,31.9,384.5,15.8,8.2,28.1,Unhealthy,Zone A,2022,2006.0,2.52,37.7,93.9
TREE_02577,37.74139723841735,-122.00875870969938,Redwood,13.63,4.0,Sparse,None,0.26,1,1,7.79,33.4,52.9,338.9,13.8,23.5,26.9,Very Unhealthy,Zone E,1966,2003.0,1.62,57.6,57.17
TREE_02578,37.64312563364542,-122.04409071523028,Oak,4.66,4.64,Sparse,Insect Infestation,0.23,5,0,13.53,31.6,73.7,361.6,14.9,33.7,22.4,Unhealthy,Zone D,1951,,3.61,13.8,85.4
TREE_02579,37.75912697839621,-122.28043466959757,Elm,13.19,4.35,Sparse,Leaf Spot,0.66,0,0,7.76,22.7,52.7,417.9,14.1,30.7,19.2,Unhealthy,Zone C,1956,,3.57,42.3,5.13
TREE_02580,37.54916827138616,-122.48002601335695,Birch,17.52,5.83,None,None,0.12,7,0,31.82,22.0,30.3,464.2,16.6,8.2,20.2,Unhealthy,Zone A,1963,2007.0,5.26,83.4,0.76
TREE_02581,37.85546363210616,-122.3188532549999,Redwood,8.65,5.63,Full,None,0.39,9,1,30.63,23.6,50.2,428.1,8.8,7.4,50.2,Unhealthy for Sensitive Groups,Zone C,1953,2003.0,3.84,81.1,78.18
TREE_02582,37.701233580311936,-122.08680484419972,Redwood,15.69,5.89,Partial,Fungal Infection,0.63,5,0,34.13,23.0,82.4,416.8,11.7,25.3,33.7,Very Unhealthy,Zone D,1994,2010.0,6.07,94.7,38.45
TREE_02583,37.67973989681585,-122.14925044926741,Cedar,9.21,6.89,Partial,None,0.29,8,0,26.19,20.2,87.1,357.1,11.9,21.5,15.9,Unhealthy,Zone B,2012,2011.0,2.47,97.2,36.91
TREE_02584,37.734345915381404,-122.27032817220302,Oak,5.88,7.79,None,None,0.07,5,0,24.36,34.8,63.6,424.3,7.4,18.5,30.2,Unhealthy,Zone C,1959,2001.0,3.59,97.5,23.82
TREE_02585,37.74991354511576,-122.47244923242059,Oak,9.08,5.19,Full,None,0.08,9,0,32.7,31.2,48.4,368.4,6.5,-4.9,40.3,Very Unhealthy,Zone B,1994,,3.27,24.2,16.05
TREE_02586,37.5287103224906,-122.28655263608835,Oak,13.14,6.65,Partial,Bacterial Wilt,0.13,6,0,33.39,20.4,58.0,341.4,19.0,9.7,34.2,Good,Zone C,1993,,3.3,20.9,82.85
TREE_02587,37.77304688848936,-122.26548753014106,Oak,7.49,4.47,Full,None,0.84,4,0,31.32,34.6,44.2,355.0,15.5,32.9,16.2,Unhealthy for Sensitive Groups,Zone D,2004,,4.94,88.8,6.14
TREE_02588,37.596772672126214,-122.03572223355293,Redwood,8.2,6.78,None,None,0.66,7,1,30.84,15.3,40.1,394.0,20.8,24.2,36.5,Unhealthy for Sensitive Groups,Zone C,1967,,4.75,44.5,49.84
TREE_02589,37.78558105300264,-122.17945694820892,Maple,11.78,6.59,Sparse,Insect Infestation,0.06,7,0,25.15,23.8,59.6,373.0,14.5,39.9,30.3,Moderate,Zone D,1960,2016.0,2.23,42.1,36.04
TREE_02590,37.82901391775368,-122.34417354167267,Maple,10.01,6.51,Full,Leaf Spot,0.39,9,0,5.05,26.4,74.2,414.4,13.6,28.7,32.1,Moderate,Zone A,2003,2015.0,3.85,58.0,27.54
TREE_02591,37.82158340302101,-122.23734086777463,Pine,11.75,5.14,Partial,Leaf Spot,0.28,8,1,17.89,15.8,43.3,381.1,11.0,23.3,48.5,Good,Zone E,1950,,4.2,50.6,76.07
TREE_02592,37.721000386963155,-122.46697234608892,Oak,10.71,4.0,Partial,None,0.58,5,0,24.07,18.2,84.6,413.9,17.0,4.3,29.8,Moderate,Zone D,2002,2019.0,5.65,30.1,87.9
TREE_02593,37.7080679569243,-122.01371588217513,Pine,11.44,2.91,Partial,Leaf Spot,0.52,0,1,21.41,20.2,40.1,384.4,5.6,23.4,23.0,Unhealthy,Zone C,1982,2020.0,5.99,86.0,19.5
TREE_02594,37.55715038453577,-122.31997004903464,Elm,8.7,4.94,Sparse,None,0.48,8,0,29.63,29.4,63.5,397.6,13.5,19.1,12.7,Unhealthy,Zone A,1956,,4.52,91.8,7.7
TREE_02595,37.810138460161255,-122.26106632254343,Pine,10.7,7.3,Full,Insect Infestation,0.31,2,1,29.57,33.8,76.6,351.0,16.6,8.7,23.1,Moderate,Zone D,1974,2009.0,4.19,77.3,37.51
TREE_02596,37.60856375217868,-122.32235801288154,Birch,7.22,4.54,Full,Fungal Infection,0.14,8,0,22.96,27.5,42.8,471.8,11.6,33.0,22.5,Unhealthy for Sensitive Groups,Zone C,2018,,4.56,14.3,44.01
TREE_02597,37.69867816912718,-122.1587441349419,Maple,13.87,6.18,Partial,None,0.74,6,0,5.66,26.3,47.8,318.5,14.2,20.6,10.9,Good,Zone D,1998,2009.0,2.79,20.6,5.31
TREE_02598,37.613709637171006,-122.1688839208352,Maple,8.1,6.27,Full,Fungal Infection,0.88,2,0,16.08,25.7,33.1,524.5,19.9,24.2,36.7,Unhealthy,Zone D,1953,2015.0,3.33,41.1,47.0
TREE_02599,37.55353134519988,-122.14233884473543,Oak,13.39,4.57,Partial,None,0.94,8,0,11.86,22.0,86.6,423.7,10.9,11.7,35.0,Good,Zone B,1973,,2.85,60.1,95.11
TREE_02600,37.75182307875669,-122.36592838519404,Redwood,9.3,6.97,Full,Bacterial Wilt,0.06,6,0,15.16,31.6,59.2,321.9,14.1,23.6,29.8,Moderate,Zone C,1995,,5.35,64.9,38.56
TREE_02601,37.52173281392916,-122.34216575941797,Oak,10.61,0.64,Sparse,None,0.74,6,1,23.52,25.8,33.9,404.9,17.1,18.4,20.0,Very Unhealthy,Zone E,2019,2005.0,3.56,19.0,90.0
TREE_02602,37.79945809365048,-122.4373743844519,Elm,8.52,3.17,Sparse,Fungal Infection,0.73,6,0,6.99,19.6,79.8,411.1,10.4,42.8,32.5,Good,Zone D,1961,2011.0,3.7,96.4,84.86
TREE_02603,37.62703471810445,-122.17224501407695,Cedar,6.95,3.63,None,None,0.95,1,1,5.67,17.7,64.2,474.6,6.6,14.5,36.3,Good,Zone A,2011,,4.22,57.7,43.66
TREE_02604,37.50005387720179,-122.48010143633218,Elm,4.77,3.77,None,None,0.25,10,0,18.11,34.7,33.3,332.6,15.6,13.0,47.7,Moderate,Zone C,2011,,4.57,48.9,70.65
TREE_02605,37.70445165569489,-122.20115883223826,Birch,6.83,5.5,None,Leaf Spot,0.74,3,0,28.81,15.3,57.1,332.6,12.6,22.6,33.5,Moderate,Zone E,2011,2009.0,6.22,27.2,20.91
TREE_02606,37.51874076341104,-122.06515205757418,Oak,9.03,5.44,Full,Insect Infestation,0.05,9,0,5.92,33.7,56.1,417.2,11.9,17.7,34.6,Unhealthy,Zone C,2007,2012.0,4.12,95.6,13.51
